title,buyer_organization,category,description,region,deadline,budget_min,budget_max,source_url,documents,rfp_number,status,compliance_notes,id,created_date,updated_date,created_by_id,created_by,is_sample
Software License Maintenance Renewal – Check Point Software License Maintenance Renewal – Check Point View Details,City of Prince George,environmental,City of Prince George (the “City) is seeking quotations from software suppliers who can provide Check Point software licences and maintenance as outlined within this Request for Quotation.,BC,2025-10-07,,,https://princegeorge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/d86d220a-7c41-4812-b81d-0e4d75d50da8,"[{""name"": ""Q25-115.pdf""}, {""name"": ""Q25-115 RFQ""}, {""name"": ""Q25-115 RFQ Schedule A Contract""}]",bidsandtenders.ca_Q25-115,active,,253f43804114413882799700,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Elksentre Arena Energy Recovery Elksentre Arena Energy Recovery View Details,City of Prince George,engineering,"City of Prince George (the “City”) invites bids from qualified contractors who can demonstrate the appropriate experience, knowledge and availability needed with ice arena ammonia refrigeration systems, hydronic, plumbing and HVAC systems for the installation of the major equipment for the Phase 2 – Elksentre Arena Energy Recovery.This project will include the addition of the following for construction in 2026:ECM 1: An ammonia desuperheater for DHW preheat + Zamboni,ECM 2: New snow melt coil to...",BC,2025-10-16,,,https://princegeorge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/4bb80c01-e7a7-4dc5-8048-009488e43160,"[{""name"": ""T25-033.pdf""}, {""name"": ""T25-033 Elksentre Arena Energy Recovery""}, {""name"": ""T25-033 Schedule A - CCDC 2 (2020) Supplementary Conditionss""}, {""name"": ""T25-033 Annex 2 - Energy Recovery Drawings""}, {""name"": ""T25-033 Annex 3 - Technical Specifications""}, {""name"": ""T25-033 Annex 4 - Electrical Drawings""}, {""name"": ""T25-033 Hazardous Building Materials Assessment (2019)""}]",bidsandtenders.ca_T25-033,active,,e33419b54eb041668da60b45,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Fire Operations Management Software Fire Operations Management Software View Details,City of Maple Ridge,consulting,"The City of Maple Ridge (the “City”) requests Proposals (“RFP's”) from firms prequalified through Request for Qualifications 25-059 Fire Operations Management Software to provide firm-priced proposals for the provision of a Fire Operations Management software.The intent of this RFP is to support the selection of a modern, integrated software platform that will replace the City's existing Records Management System, (FDM RMS). Scheduling functionality will be prioritized in the early phases, follo...",BC,2025-10-08,,,https://mapleridge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/dd825ecf-acc2-4b60-934b-7fbefd05c9c3/#Document,"[{""name"": ""25-079 Fire Operations Management Software""}]",bidsandtenders.ca_25-079,active,,a9d428c8e0b549049fe93b59,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Canoe Procurement Group of Canada Co-Op Purchasing Canoe Procurement Group of Canada Co-Op Purchasing View Details,City of Campbell River,engineering,"The City of Campbell River is giving notice that the City of Campbell River is a member of the Canoe Procurement Group of Canada and is eligible to procure through the cooperative contracts that is administered by the Canoe Procurement Group of Canada.Canoe Procurement Group of Canada's cooperative contract purchasing leverages the national purchasing power of more than 50,000 member agencies while also streamlining the required purchasing process. As a municipal national contracting agency, Can...",BC,2025-12-31,,,https://campbellriver.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/97efca2e-9924-4ab1-898d-805439088687,"[{""name"": ""NOI 25-00 Canoe Procurement Group of Canada Co-Op Purchasing""}]",bidsandtenders.ca_NOI_25-00,active,,a3c375e70c334d23a14a112e,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Supply and Deliver Genuine Buyers SaltDogg Sander Parts to the Government of Yukon Supply and Deliver Genuine Buyers SaltDogg Sander Parts to the Government of Yukon View Details,bidsandtenders.ca,maintenance,"Supply and deliver new and unused genuine Buyers SaltDogg Sander repair parts to the Transportation Maintenance Branch for the Government of Yukon as and when needed.Community: Whitehorse, YTTraditional Location: Kwanlin Dün First Nation and Ta'an Kwäch'än Council",BC,2025-10-07,,,https://yukon.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/08d8f805-8abc-48c9-81ca-8493a71a29ef,"[{""name"": ""Response Form""}, {""name"": ""RSO - RFB-2025-9-4741 Supply and Deliver Genuine Buyers SaltDogg Sander Parts to the Government of Yukon""}, {""name"": ""Appendix A - Goods-General Contract Terms and Conditions""}]",bidsandtenders.ca_RSO_-_RFB-2025-9-4741,active,,d12fd281528d4618b011a5f8,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Notice of Intent to Participate - Government of Alberta Notice of Intent to Participate - Government of Alberta View Details,City of Red Deer,environmental,"This annual Notice of Participation is to advise potential suppliers that the City of Red Deer intends to participate in one or more procurements conducted by Government of Alberta (GoA) January 2025 and December 2025For further information and access current solicitation notices, please review the website at https://www.purchasingconnection.ca/To access current solicitation notices, please review the website at https://www.purchasingconnection.ca/For General Information on GoA;https://www.alber...",BC,2025-12-31,,,https://reddeer.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/8af873a9-c993-49d1-85de-6ec3947ea51c/#Document,"[{""name"": ""Notice of Intent to Participate - GoA""}]",bidsandtenders.ca_NOI,active,,23a84651f29947489912838a,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Landscaping Reinstatement Landscaping Reinstatement View Details,City of Red Deer,engineering,The purpose of this RFQL process is to qualify contractors for a pre-qualified supplier roster list to restore lands and properties to their pre-construction condition.,BC,2027-02-17,,,https://reddeer.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/87d9489e-d773-4866-a049-65ce72b6edce/#Document,"[{""name"": ""2023-2.pdf""}, {""name"": ""Appendix A - Agreement for Review""}]",bidsandtenders.ca_2023-2,active,,f147f141f9064e9f8d825aa3,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
WTP Vestibule Renovations - Consulting Services WTP Vestibule Renovations - Consulting Services View Details,City of Red Deer,engineering,This Request for Proposals (the “RFP”) is an invitation by the City to submit non-binding proposals for the provision of consultingservices for renovations to the Vestibule & adjacent areas at the Water Treatment Plant (the Deliverables) as set out in this section of the RFP. The selected Proponent will be requested to enter into negotiations for an agreement with the City for the provision of the Deliverables.,BC,2025-10-13,,,https://reddeer.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/d219d836-1320-49d1-98b8-a53f1e9d60f6/#Document,"[{""name"": ""2025-101.pdf""}, {""name"": ""Appendix A - Terms & Conditions for Review""}, {""name"": ""Appendix B - Excerpts from 2012 and 1981 Record Drawings""}, {""name"": ""Appendix C - Upgrade Considerations""}, {""name"": ""Appendix D - Site Photos""}, {""name"": ""Appendix E - Asbestos Report""}]",bidsandtenders.ca_2025-101,active,,73fd713edc6c48adaf4f7b11,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Westlake Wetland Rehabilitation – Feasibility Study Westlake Wetland Rehabilitation – Feasibility Study View Details,City of Red Deer,engineering,This Request for Proposals (the “RFP”) is an invitation by the City to submit non-binding proposals for the provision of Westlake Wetland Rehabilitation – Feasibility Study (the Deliverables) as set out in this section of the RFP.,BC,2025-10-10,,,https://reddeer.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/24bcd5e2-1d7d-49d6-9998-8ca90d4abcfe/#Document,"[{""name"": ""2025-097.pdf""}, {""name"": ""Appendix A - Drone Video - Part 1 of 5""}, {""name"": ""Appendix A - Drone Video - Part 2 of 5""}, {""name"": ""Appendix A - Drone Video - Part 3 of 5""}, {""name"": ""Appendix A - Drone Video - Part 4 of 5""}, {""name"": ""Appendix A - Drone Video - Part 5 of 5""}, {""name"": ""Appendix B""}, {""name"": ""Appendix C \u2013 Westlake Servicing Study 2003""}, {""name"": ""Appendix D \u2013 Westlake Drainage Study 2003""}, {""name"": ""Appendix E - Agreement for Review""}]",bidsandtenders.ca_2025-097,active,,1d816305374e438ebf99d968,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Professional Consulting Services for AI and Business Intelligence Solutions Professional Consulting Services for AI and Business Intelligence Solutions View Details,City of Lethbridge,engineering,"This Request for Quotations (“the RFQ”) issued by the City of Lethbridge (the “City”) is an invitation to submit non-binding offers for the provision of Professional Consulting Services for AI and Business Intelligence Solutions as further described in Section A of the RFQ Particulars (Appendix C) (the “Deliverables”), for the Rates established in the pricing Schedule(s). The respondent selected pursuant to this RFQ process will be informed through electronic communication. Respondents not selec...",BC,2025-10-08,,,https://lethbridge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/885a6612-4fcf-41bb-8c25-fd3c2d320087/#PlanTaker,"[{""name"": ""COL-25-111 RFQ""}, {""name"": ""Attachment 1 - Indemnification & Insurance""}, {""name"": ""Attachment 2 - Experience & Skills""}, {""name"": ""Schedule 1 - Pricing - COL-25-111""}]",bidsandtenders.ca_COL-25-111,active,,525733892bc8436583af8a28,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Fire Company Train the Trainer Fire Company Train the Trainer View Details,City of Lethbridge,engineering,"This Request for Quotations (“the RFQ”) issued by the City of Lethbridge (the “City”) is an invitation to submit non-binding offers for the provision of Fire Company Train the Trainer as further described in Section A of the RFQ Particulars (Appendix C) (the “Deliverables”), for the Rates established in the pricing Schedule(s). The respondent selected pursuant to this RFQ process will be informed through electronic communication. Respondents not selected will also be informed through electronic ...",BC,2025-10-08,,,https://lethbridge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/e06a2c68-74e9-4fae-899c-85cbda7ec676/#Document,"[{""name"": ""COL-25-165 RFI""}]",bidsandtenders.ca_COL-25-165,active,,fbc878b38e594d73b373f879,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Sale of Three (3) Generator Rotors and Stator Sale of Three (3) Generator Rotors and Stator View Details,City of Medicine Hat,construction,This Request for Proposals (the “RFP”) is an invitation by the City of Medicine Hat (the “City”) to prospective proponents to submit proposals for Sale of Three (3) Generator Rotor(s). Companies are to provide all information indicated on page 22.,BC,2025-10-28,,,https://medicinehat.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/1a780da3-2643-42f3-a521-d948cb93c2ec/#PlanTaker,"[{""name"": ""CMH25-88 - RFP Package - Rev1""}]",bidsandtenders.ca_CMH25-88,active,,b978af5c47104fb280fe263b,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Fencing Installation and Repairs Fencing Installation and Repairs View Details,City of Grande Prairie,construction,"The City of Grande Prairie (the “City”) invites submissions from qualified and experienced respondents (the “Supplier”) to provide fencing materials, perform new fence installations, and conduct maintenance or repairs of chain link fences on an as-needed basis. The City may, at its discretion, request additional fencing types, including but not limited to wood, vinyl, or metal. Special requests will be made on a case-by-case basis.",BC,2025-10-08,,,https://cityofgp.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/7dd2ea19-94b9-4f54-baa1-d2165a03c473,"[{""name"": ""RFQ-2025-93 Fencing Installation and Repairs""}, {""name"": ""Appendix A: Form of Agreement""}, {""name"": ""GPCM Chain-link Fencing""}]",bidsandtenders.ca_RFQ-2025-93,active,,b0767dd6182b4ae8b17b5d54,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Notice of Cooperative Purchasing with Sourcewell and Canoe Procurement Group of Canada Notice of Cooperative Purchasing with Sourcewell and Canoe Procurement Group of Canada View Details,Regional Municipality of Wood Buffalo,construction,This annual Notice of Participation is to advise potential suppliers that the Regional Municipality of Wood Buffalo intends to participate in one or more procurements conducted by Sourcewell and Canoe Procurement Group of Canada.,BC,2025-12-31,,,https://rmwb.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/38eadf40-d2ce-4dd4-bc66-7b3e7bced744,"[{""name"": ""NOPP-2025-1189 - Notice of Cooperative Purchasing with Sourcewell and Canoe""}]",bidsandtenders.ca_NOPP-2025-1189,active,,d2b58c485b7846599947b7da,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Supply and Service of Snack and Milk Vending Machines Supply and Service of Snack and Milk Vending Machines View Details,City of St. Albert,construction,"This Request for Proposals (the “RFP”) is an invitation by the City of St. Albert (the “City”) to prospective proponents to submit proposals for Supply and Service of Snack and Milk Vending Machines, as further described in Section A of the RFP Particulars (Appendix B) (the “Deliverables”). The City requires a Contractor to supply snack and milk vending machine services to Municipal facilities along with the supply of Vending Machines.",BC,2025-10-23,,,https://stalbert.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/990e7717-def6-4ab7-a2e0-6d99001654cb,"[{""name"": ""RFP-2025-0101.pdf""}, {""name"": ""Appendix D RFP Snack Vending Map""}, {""name"": ""Appendix A - Form of Agreement""}]",bidsandtenders.ca_RFP-2025-0101,active,,d9cb486551074134a3850491,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
COL Notice of Intent - Participation in Sourcewell/Canoe/Kinetic GPO COL Notice of Intent - Participation in Sourcewell/Canoe/Kinetic GPO View Details,City of Lloydminster,environmental,"This is an annual notice of participation of Procurement Services with the Municipalities of Saskatchewan's Central Source, Kinetic GPO, Canoe Procurement Group as well as Sourcewell purchasing programs.Interested Vendors can find opportunities for this purchasing program posted on the SaskTenders website (www.sasktenders.ca), the RMA website (www.rmalberta.com), Kinetic GPO's site (Kinetic GPO - Home), Canoe's website (https://canoeprocurement.ca/) as well as the Sourcewell website (https://www...",BC,2025-11-28,,,https://lloydminster.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/6a177030-f2cc-4ab4-aa8d-b3a60b0215d8,[],bidsandtenders.ca_COLNOI_2025-01,active,,18a0ba65f8e946b688e3719c,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Participant of Cybera ShareIT Buying Group Participant of Cybera ShareIT Buying Group View Details,bidsandtenders.ca,environmental,"The Town of Okotoks intends to participate in one or more procurements conducted by the buying group Cybera ShareIT between January 1, 2025 and December 31, 2025. For further information and access to the buying group Cybera ShareIT tender notices, please review the Alberta Purchasing Connection (APC) website at www.purchasingconnection.ca and the Bonfire website at https://cybera.bonfirehub.caFor further information about the Cybera ShareIT, please visit https://www.cybera.ca/shareit-procuremen...",BC,2025-12-31,,,https://okotoks.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/9f540fa5-0438-4bfc-abde-1a1f3b109c16,"[{""name"": ""25-502 - Cybera NOI""}]",bidsandtenders.ca_25-502,active,,398c0a119a824c3eb816aaeb,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Participant of Canoe Procurement Group of Canada Purchasing Program Participant of Canoe Procurement Group of Canada Purchasing Program View Details,bidsandtenders.ca,engineering,"The Town of Okotoks intents to participate in one or more procurements conducted by the Canoe Procurement Group of Canada Cooperative Purchasing Program between January 1, 2025 and December 31, 2025. For further information and access to the Canoe Procurement Group of Canada Purchasing Program tender notices, please review the Alberta Purchasing Connection (APC) website at www.purchasingconnection.ca and the Bids and Tenders website at https://canoe.bidsandtenders.ca. For further information abo...",BC,2025-12-31,,,https://okotoks.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/1fccbbf7-ba6f-488a-9a8f-f25a1172128c,"[{""name"": ""Canoe Procurement Group NOI""}]",bidsandtenders.ca_25-500,active,,7af675fdb46341e7ac8b03ba,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Supply of Branded Apparel and Merchandise Supply of Branded Apparel and Merchandise View Details,bidsandtenders.ca,maintenance,"The Town of Okotoks (the “Town”) is seeking to establish a preferred Supplier for the provision (supply and delivery) of Town-branded apparel, promotional products, and Community-branded merchandise, as further outlined in Section 3.0. The successful Proponent (the “Supplier”) will be required to design, host, and manage two supplier-hosted online sales platforms: one to facilitate internal staff orders for Town-branded apparel and promotional products, and another to make community-branded appa...",BC,2025-10-09,,,https://okotoks.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/55a53047-0888-4d8c-b769-9cec97e71aa9,"[{""name"": ""25-122 - Branded Merchandise and Apparel (Final RFP)""}, {""name"": ""Okotoks Brand Style Guide""}, {""name"": ""Appendices (fillable forms)""}]",bidsandtenders.ca_25-122,active,,a495e715d8b84235a4ba53cf,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
